"id","product_tmpl_id/default_code","location_id/display_name","lot_id/name","quantity","product_uom_id/name"
"__export__.stock_quant_29327_71a9318f","STIC-BMKLCCE14R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH151588","15.0","Pc(s)"
"__export__.stock_quant_29329_58c343b0","STIC-VMKLCCE13R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH151589","15.0","Pc(s)"
"__export__.stock_quant_29331_dce5390e","STIC-VMKLC10R1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH151590","15.0","pc(s)"
"__export__.stock_quant_29672_a2557569","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH161591","20.0","pc(s)"
"__export__.stock_quant_29673_2d704ce6","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH161592","20.0","pc(s)"
"__export__.stock_quant_29676_c7c1e5bb","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH181593","20.0","pc(s)"
"__export__.stock_quant_29677_a85cca25","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH181594","20.0","pc(s)"
"__export__.stock_quant_29680_8ec61899","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH201596","20.0","pc(s)"
"__export__.stock_quant_29681_4b28977a","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH201597","20.0","pc(s)"
"__export__.stock_quant_29682_8589a85d","BOTO-MKLCR0-OMG","JTK 4/Stock/Release/PKG","GBMJTK4/JH201596","1.0","pc(s)"
"__export__.stock_quant_29683_15a97d76","CAPA-MKLCR0-OMG","JTK 4/Stock/Release/PKG","GBMJTK4/JH201597","1.0","pc(s)"
"__export__.stock_quant_29713_956b2952","DUS-JKLTS04R0-OMG","JTK 4/Stock/PKG/JTK 6/Gedung B/AC-05B1","GBMJTK4/JC181164","7.0","Pc(s)"
"__export__.stock_quant_29821_63daf980","DUS-MKLCR1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH201601","29.0","pc(s)"
"__export__.stock_quant_29823_2bb31b3e","IBOX-RRPJKLTSR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH201600","16.0","Pc(s)"
"__export__.stock_quant_29826_eb22c90d","IBOX-RRPMKLCR2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH201599","16.0","Pc(s)"
"__export__.stock_quant_29830_b24ce0c0","DUS-MKLCCER0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH201598","30.0","Pc(s)"
"__export__.stock_quant_29992_f6267fcd","CAPA-JKLTS04R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JG281463","8.0","Pc(s)"
"__export__.stock_quant_29999_29d17e65","BOTO-JKLTSR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JG281464","18.0","Pc(s)"
"__export__.stock_quant_30082_f21572b9","DUS-JKLTS03R1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231617","16.0","Pc(s)"
"__export__.stock_quant_30084_7b435f46","DUS-JKLTS04R1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231615","16.0","Pc(s)"
"__export__.stock_quant_30242_dcf20015","STIC-VMKLC02R1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231620","10.0","pc(s)"
"__export__.stock_quant_30246_8e2976ba","STIC-BMKLC12R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231618","15.0","Pc(s)"
"__export__.stock_quant_30266_1f9ec2aa","STIC-BMKLCCE13R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231619","15.0","Pc(s)"
"__export__.stock_quant_30268_d2f45b78","BOTO-MKLCCEKIMR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH251635","13.0","Pc(s)"
"__export__.stock_quant_30269_352a4b89","CAPA-MKLCCEKIMR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH251636","13.0","Pc(s)"
"__export__.stock_quant_30272_93ca4bc7","BOTO-MKLCKIMR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH251633","13.0","Pc(s)"
"__export__.stock_quant_30273_d64b8cc9","CAPA-MKLCKIMR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH251634","13.0","Pc(s)"
"__export__.stock_quant_30276_b59d311a","STIC-BMKLC08R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH191595","15.0","Pc(s)"
"__export__.stock_quant_30280_718a6b55","STIC-BMKLC04R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231624","15.0","Pc(s)"
"__export__.stock_quant_30302_4b40dccf","STIC-BJKLTS04R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231622","10.0","Pc(s)"
"__export__.stock_quant_30304_ab964fc6","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH251631","32.0","pc(s)"
"__export__.stock_quant_30305_b0503116","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH251632","32.0","pc(s)"
"__export__.stock_quant_30567_276a8c47","STIC-BMKLC06R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH261641","15.0","Pc(s)"
"__export__.stock_quant_30619_bfe381a2","STIC-BMKLC01R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH261640","15.0","Pc(s)"
"__export__.stock_quant_30634_8400d7e8","STIC-BMKLC12R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH261639","15.0","Pc(s)"
"__export__.stock_quant_30636_d1bc3f66","STIC-BMKLC09R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH261638","15.0","Pc(s)"
"__export__.stock_quant_30906_748f5150","STIC-BJKLTS02R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231621","10.0","Pc(s)"
"__export__.stock_quant_30908_65507efd","STIC-VMKLCCE13R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JG291470","8.0","Pc(s)"
"__export__.stock_quant_30947_1652d94e","STIC-BJKLTS01R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH231623","10.0","Pc(s)"
"__export__.stock_quant_30949_b1a465f2","DUS-MKLCR1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH251629","26.0","pc(s)"
"__export__.stock_quant_31047_86a02c85","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JF281378","32.0","pc(s)"
"__export__.stock_quant_31048_b903c4df","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JF281379","32.0","pc(s)"
"__export__.stock_quant_31110_f3d0ebaa","DUS-JKLTS02R1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH291648","16.0","Pc(s)"
"__export__.stock_quant_31117_6a98aa0b","STIC-VMKLC12R1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH261642","15.0","pc(s)"
"__export__.stock_quant_31119_4f42ffaf","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH261644","32.0","pc(s)"
"__export__.stock_quant_31120_deb7e4ab","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH261643","32.0","pc(s)"
"__export__.stock_quant_31134_6e605afe","80089","JTK 4/Quarantine/PKG","HI22A","13200.0","Pc(s)"
"__export__.stock_quant_31138_0020a553","80073","JTK 4/Quarantine/PKG","HI22A","9684.0","Pc(s)"
"__export__.stock_quant_31148_81b08a4f","80073","JTK 4/Quarantine/PKG","HI23A","9576.0","Pc(s)"
"__export__.stock_quant_31150_74823f7e","80074","JTK 4/Quarantine/PKG","HI15A","21840.0","Pc(s)"
"__export__.stock_quant_31161_84d37b15","80074","JTK 4/Quarantine/PKG","HI16A","22320.0","Pc(s)"
"__export__.stock_quant_31164_214c6636","80073","JTK 4/Quarantine/PKG","HI08A","9254.0","Pc(s)"
"__export__.stock_quant_31169_6fc3be98","80073","JTK 4/Quarantine/PKG","HI09A","9756.0","Pc(s)"
"__export__.stock_quant_31176_97aa02c9","80074","JTK 4/Quarantine/PKG","HI01A","22537.0","Pc(s)"
"__export__.stock_quant_31194_c4291e51","80072","JTK 4/Quarantine/PKG","HI12A","19264.0","Pc(s)"
"__export__.stock_quant_31196_4c39b985","80072","JTK 4/Quarantine/PKG","HI19A","18984.0","Pc(s)"
"__export__.stock_quant_31209_9a45eb85","80074","JTK 4/Quarantine/PKG","HI12A","21960.0","Pc(s)"
"__export__.stock_quant_31249_7c2114fb","80072","JTK 4/Quarantine/PKG","HI12B","18872.0","Pc(s)"
"__export__.stock_quant_31254_a0f86d20","80073","JTK 4/Quarantine/PKG","HI10A","9684.0","Pc(s)"
"__export__.stock_quant_31262_609b0a13","80074","JTK 4/Quarantine/PKG","HI13A","22143.0","Pc(s)"
"__export__.stock_quant_31264_49c78974","80072","JTK 4/Quarantine/PKG","HI19B","19488.0","Pc(s)"
"__export__.stock_quant_31268_22931b0e","STIC-BMKLC11R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JH291646","15.0","Pc(s)"
"__export__.stock_quant_31270_2eeba11b","IBOX-RRPJKLTSR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH301650","16.0","Pc(s)"
"__export__.stock_quant_31272_788c3e63","DUS-MKLCR1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH301649","26.0","pc(s)"
"__export__.stock_quant_31285_4a96276a","STIC-VMKLC09R1-OMG","JTK 4/Stock/PKG/JTK 6/Gedung B/E1-5","GBMJTK4/IJ25684","134.0","pc(s)"
"__export__.stock_quant_31290_21367829","80072","JTK 4/Quarantine/PKG","HI18A","18984.0","Pc(s)"
"__export__.stock_quant_31292_39ab0535","80073","JTK 4/Quarantine/PKG","HI18A","9357.0","Pc(s)"
"__export__.stock_quant_31330_12036bde","80090","JTK 4/Quarantine/PKG","HI23A","13992.0","Pc(s)"
"__export__.stock_quant_31338_0719b37e","80088","JTK 4/Quarantine/PKG","HI15A","13517.0","Pc(s)"
"__export__.stock_quant_31344_ca7deb3f","80073","JTK 4/Quarantine/PKG","HI24A","9468.0","Pc(s)"
"__export__.stock_quant_32436_0cf7169b","OIL-ORJVA-X","JTK 4/Stock/RM","GBMJTK6/JE18074","65.575","g"
"__export__.stock_quant_32472_1c3b7472","CAP-SPGM75-OMG","JTK 4/Stock/PKG/JTK 6/Gedung B/AE-03A1","GBMJTK4/JD191238","30000.0","Pc(s)"
"__export__.stock_quant_32475_6e16ece5","SACH-PGM75-OMG","JTK 4/Stock/PKG/JTK 6/Gedung B/AE-03A1","GBMJTK4/JD191237","29987.0","Pc(s)"
"__export__.stock_quant_32480_21f3fa49","WARN-C338--K","Virtual Locations/Inventory adjustment RM","GBMJTK6/JA28054","'-19.42","g"
"__export__.stock_quant_32493_739daee3","STIC-VMKLC02R1-OMG","JTK 4/Stock/PKG/JTK 6/Gedung B/E1-6","GBMJTK4/JH231620","29990.0","pc(s)"
"__export__.stock_quant_32546_fb2c7769","STIC-VMKLC12R1-OMG","JTK 4/Retain/PKG","GBMJTK4/JH291647","13.0","pc(s)"
"__export__.stock_quant_32667_f38401e8","EMUL-EMILST-X","JTK 4/Stock/RM","GBMJTK6/JC01067","1468.0","g"
"__export__.stock_quant_32686_1f268d1b","WARN-ABIO-X","Virtual Locations/Inventory adjustment RM","GBMJTK6/JE19072","'-10.505","g"
"__export__.stock_quant_32687_17975bdb","TITA-OTS2CR50-","Virtual Locations/Inventory adjustment RM","GBMJTK6/JG19201","'-224.41","g"
"__export__.stock_quant_32688_f764c8aa","GODE-CTWC-OMG","JTK 4/Retain/PKG","GBMJTK4/JI011661","13.0","Pc(s)"
"__export__.stock_quant_32690_07bb9368","STIC-BMKLC07R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JI021670","10.0","Pc(s)"
"__export__.stock_quant_32692_0211cdc2","STIC-BMKLC10R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JI021671","15.0","Pc(s)"
"__export__.stock_quant_32694_3a7c465e","STIC-BMKLC05R2-OMG","JTK 4/Retain/PKG","GBMJTK4/JI021669","10.0","Pc(s)"
"__export__.stock_quant_32704_c386659a","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JA061036","9.0","pc(s)"
"__export__.stock_quant_32705_ba9eb4e5","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JA101044","16.0","pc(s)"
"__export__.stock_quant_32709_d07d10d6","STIC-BCTWC32NR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH241628","15.0","Pc(s)"
"__export__.stock_quant_32712_e49e6935","STIC-BCTWC21WR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH241627","15.0","Pc(s)"
"__export__.stock_quant_32714_ef5abcce","STIC-BCTWC41WR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH241626","15.0","Pc(s)"
"__export__.stock_quant_32738_88bdd64d","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JA061035","9.0","pc(s)"
"__export__.stock_quant_33044_41397bc6","OIL-ORJVA-X","JTK 4/Quarantine/RM","GBMJTK6/JE18074","0.0424999999999898","g"
"__export__.stock_quant_33162_db9f2799","PROP-PGESK-X","JTK 4/Stock/RM","GBMJTK6/JH22049","119.0","g"
"__export__.stock_quant_33163_c85b3b98","EMUL-NS-X","JTK 4/Stock/RM","GBMJTK6/JG15038","286.0","g"
"__export__.stock_quant_33164_bf0fdf1c","MOIS-TR100-X","JTK 4/Stock/RM","GBMJTK6/JG19036","15.1","g"
"__export__.stock_quant_33165_45018976","PEN-PRSVPE-X","JTK 4/Stock/RM","GBMJTK6/JH08106","79.4","g"
"__export__.stock_quant_33166_fe1640c7","PEN-PRSVPE-X","JTK 4/Stock/RM","GBMJTK6/JH18090","10.9","g"
"__export__.stock_quant_33167_7b820c31","PENG-CLRP-X","JTK 4/Stock/RM","GBMJTK6/JG06050","12.2","g"
"__export__.stock_quant_33168_1f337062","ALAN--AK-K","JTK 4/Stock/RM","GBMJTK6/JG21117","0.999999999999986","g"
"__export__.stock_quant_33169_0851f48c","ALAN--AK-K","JTK 4/Stock/RM","GBMJTK6/JG07043","8.19999999999999","g"
"__export__.stock_quant_33170_2bb24c7c","PARF-SSL-R0701530","JTK 4/Stock/RM","GBMJTK6/JA04187","195.1","g"
"__export__.stock_quant_33171_c0a9f10e","EDT-B--K","JTK 4/Stock/RM","GBMJTK6/JE25122","12.2","g"
"__export__.stock_quant_33172_33abbaaa","EDT-B--K","JTK 4/Stock/RM","GBMJTK6/JG27178","14.9","g"
"__export__.stock_quant_33173_8b125623","XANT---K","JTK 4/Stock/RM","GBMJTK6/JE10013","10.4","g"
"__export__.stock_quant_33174_5bad941c","XANT---K","JTK 4/Stock/RM","GBMJTK6/JD12016","3.79999999999999","g"
"__export__.stock_quant_33175_bf78b423","EKS-DCV-X","JTK 4/Stock/RM","GBMJTK6/JF16132","1.6","g"
"__export__.stock_quant_33176_1ae46eab","EKS-DCV-X","JTK 4/Stock/RM","GBMJTK6/JC31080","12.2","g"
"__export__.stock_quant_33177_6d2c6933","STAY--DSMR-K","JTK 4/Stock/RM","GBMJTK6/JD13105","74.3","g"
"__export__.stock_quant_33178_9ed960d1","STAY--DSMR-K","JTK 4/Stock/RM","GBMJTK6/JA12051","3.7","g"
"__export__.stock_quant_33179_809616df","STAY--DSMR-K","JTK 4/Stock/RM","GBMJTK6/JD27156","10.0","g"
"__export__.stock_quant_33180_6c8b556a","ACTI-VEAC-X","JTK 4/Stock/RM","GBMJTK6/JD07133","0.036","kg"
"__export__.stock_quant_33181_e7fe527d","ACTI-VEAC-X","JTK 4/Stock/RM","GBMJTK6/JD21078","0.05","kg"
"__export__.stock_quant_33182_8e3615e0","OIL-A850029-X","JTK 4/Stock/RM","GBMJTK6/IL13090","152.0","g"
"__export__.stock_quant_33183_33a53e14","BIO-HYAL-BIL","JTK 4/Stock/RM","GBMJTK6/JG06097","1.9992","g"
"__export__.stock_quant_33184_8d67a332","WARN--RED227","JTK 4/Stock/RM","6FC1632","367.0","g"
"__export__.stock_quant_33186_0f2bf63e","WARN-K7008J-X","JTK 4/Stock/RM","GBMJTK6/IJ11144","4.7","g"
"__export__.stock_quant_33188_ccb27361","WARN-O025-X","JTK 4/Stock/RM","GBMJTK6/GK19042","8.9","g"
"__export__.stock_quant_33189_9d6f5907","WARN-TRTYL-X","JTK 4/Stock/RM","GBMJTK6/HI11078","615.5","g"
"__export__.stock_quant_33190_ff9d9746","WARN-BB--K","JTK 4/Stock/RM","GBMJTK6/JB24073","270.4","g"
"__export__.stock_quant_33191_15fd49b4","WARN-K7057J-X","JTK 4/Stock/RM","GBMJTK6/JC29201","12.7","g"
"__export__.stock_quant_33358_024755f9","PURO-IDD-X","JTK 4/Stock/RM","GBMJTK6/JG25010","129.2","g"
"__export__.stock_quant_33359_c6a4774e","PURO-IDD-X","JTK 4/Stock/RM","GBMJTK6/JH16220","16300.3","g"
"__export__.stock_quant_33360_91a8d4e5","PURO-IDD-X","JTK 4/Stock/RM","GBMJTK6/JG12023","424.599999999999","g"
"__export__.stock_quant_33361_ad2c11df","PURO-IDD-X","JTK 4/Stock/RM","GBMJTK6/JH16200","4241.1","g"
"__export__.stock_quant_33362_21eb1997","DRYF-PC-X","JTK 4/Stock/RM","GBMJTK6/JH15063","85.4999999999991","g"
"__export__.stock_quant_33363_e35742f9","DRYF-PC-X","JTK 4/Stock/RM","GBMJTK6/JF21060","241.099999999999","g"
"__export__.stock_quant_33364_6ac0d1d7","DRYF-PC-X","JTK 4/Stock/RM","GBMJTK6/JH22077","1054.4","g"
"__export__.stock_quant_33366_09bc495f","BENT-BGISDV-X","JTK 4/Stock/RM","GBMJTK6/JF28020","168.0","g"
"__export__.stock_quant_33367_4af68c97","BENT-BGISDV-X","JTK 4/Stock/RM","GBMJTK6/JG19013","914.999999999999","g"
"__export__.stock_quant_33368_e750f7bb","SILI-DC-PSFCS-X","JTK 4/Stock/RM","GBMJTK6/JF24032","11130.8","g"
"__export__.stock_quant_33369_5082d773","SILI-DC-PSFCS-X","JTK 4/Stock/RM","GBMJTK6/JF14051","209.2","g"
"__export__.stock_quant_33371_9a3c36c0","SILI-BEL803-X","JTK 4/Stock/RM","GBMJTK6/JG25014","427.7","g"
"__export__.stock_quant_33374_eaadb146","SILC-AERSLR-X","JTK 4/Stock/RM","GBMJTK6/JE13024","1.3588","kg"
"__export__.stock_quant_33375_039714a5","HAIM-DIS-X","JTK 4/Stock/RM","GBMJTK6/JH11043","917.6","g"
"__export__.stock_quant_33376_57137fbf","HAIM-DIS-X","JTK 4/Stock/RM","GBMJTK6/JH04113","1137.9","g"
"__export__.stock_quant_33377_0d2d6335","SILS-034-X","JTK 4/Stock/RM","GBMJTK6/JH25113","678.3","g"
"__export__.stock_quant_33378_efced55b","EMU-PS-","JTK 4/Stock/RM","GBMJTK6/JG11075","148.8","g"
"__export__.stock_quant_33379_d24161e4","EMU-PS-","JTK 4/Stock/RM","GBMJTK6/JG04091","66.7","g"
"__export__.stock_quant_33380_755c91c8","EMUL-EMILST-X","JTK 4/Stock/RM","GBMJTK6/JF28163","1250.0","g"
"__export__.stock_quant_33381_61c35318","SILI-BELEG5-X","JTK 4/Stock/RM","GBMJTK6/JG19011","145.7","g"
"__export__.stock_quant_33382_88377fa5","SILI-BELEG5-X","JTK 4/Stock/RM","GBMJTK6/JH02027","135.4","g"
"__export__.stock_quant_33383_f8f7513a","SILI-BELEG5-X","JTK 4/Stock/RM","GBMJTK6/JG25012","33.8","g"
"__export__.stock_quant_33384_5c52307f","EMO-SLCHS-X","JTK 4/Stock/RM","GBMJTK6/JH16219","0.496","kg"
"__export__.stock_quant_33385_08c82274","EMO-SLCHS-X","JTK 4/Stock/RM","GBMJTK6/JG07113","0.4438","kg"
"__export__.stock_quant_33386_8313cd18","PENG-NPGEHP-X","JTK 4/Stock/RM","GBMJTK6/JG06024","1.071","kg"
"__export__.stock_quant_33387_b7286c54","PEN-SENSC50-X","JTK 4/Stock/RM","GBMJTK6/JF22104","164.0","g"
"__export__.stock_quant_33388_befdf228","PARF-DLPZLE-X","JTK 4/Stock/RM","GBMJTK6/JB07108","370.4775","g"
"__export__.stock_quant_33390_308c4b4e","OIL-OJJBIII-X","JTK 4/Stock/RM","GBMJTK6/JC14076","36.5","g"
"__export__.stock_quant_33391_b9bd937d","VITA-DL E-MS","JTK 4/Stock/RM","GBMJTK6/JB02138","18212.5","g"
"__export__.stock_quant_33392_bfb15e14","TITA--3328EW-K","JTK 4/Stock/RM","GBMJTK6/IL20128","51.3","g"
"__export__.stock_quant_33394_e788ad02","WARN-C335138--K","JTK 4/Stock/RM","GBMJTK6/JA18103","19.2","g"
"__export__.stock_quant_33395_acfbca7d","WARN-C335138--K","JTK 4/Stock/RM","GBMJTK6/JA28058","0.599999999999909","g"
"__export__.stock_quant_33396_f534f690","WARN-C196619-R6-K","JTK 4/Stock/RM","GBMJTK6/IK23062","105.46","g"
"__export__.stock_quant_33397_44c4fa3c","WARN-C338--K","JTK 4/Stock/RM","GBMJTK6/JA28054","1112.5","g"
"__export__.stock_quant_33398_4b570b7c","WARN-C19011-R7CL-K","JTK 4/Stock/RM","GBMJTK6/JG07020","168.8","g"
"__export__.stock_quant_33399_39f62eeb","WARN-ABIO-X","JTK 4/Stock/RM","GBMJTK6/JE19072","1126.98","g"
"__export__.stock_quant_33400_80511eb0","TITA-OTS2CR50-","JTK 4/Stock/RM","GBMJTK6/JG19201","92.9","g"
"__export__.stock_quant_33401_6d6e0828","TITA-OTS2CR50-","JTK 4/Stock/RM","GBMJTK6/JG19200","7.10000000000002","g"
"__export__.stock_quant_33402_133bb955","WARN-C19012-DCR6-K","JTK 4/Stock/RM","GBMJTK6/JE24088","5589.2","g"
"__export__.stock_quant_33403_07fe2d0f","WARN-C19012-DCR6-K","JTK 4/Stock/RM","GBMJTK6/JE19070","57.7","g"
"__export__.stock_quant_33404_70bc63cf","WARN-RED3AS-X","JTK 4/Stock/RM","GBMJTK6/HI07035","1644.9","g"
"__export__.stock_quant_33405_040d3f69","WARN-TOA403-KF","JTK 4/Stock/RM","GBMJTK6/JB04059","122.2","g"
"__export__.stock_quant_33406_104b1b9e","WARN-TOA403-KF","JTK 4/Stock/RM","GBMJTK6/JD08034","78.0999999999999","g"
"__export__.stock_quant_33407_313a5e3e","PARF-RSCFE-X","JTK 4/Stock/RM","GBMJTK6/JE17166","0.033","kg"
"__export__.stock_quant_33408_0ef48e3c","PARF-RSCFE-X","JTK 4/Stock/RM","GBMJTK6/JG14106","0.10684","kg"
"__export__.stock_quant_33409_561ec33d","PARF-VMR-X","JTK 4/Stock/RM","GBMJTK6/JG07057","14.5","g"
"__export__.stock_quant_33410_543429fa","PARF-VMR-X","JTK 4/Stock/RM","GBMJTK6/JH23209","438.0","g"
"__export__.stock_quant_33411_a522c9af","WAX-SBWX--X","JTK 4/Stock/RM","GBMJTK6/JG06054","94.6999999999998","g"
"__export__.stock_quant_33412_d3bccfd7","WAX-SBWX--X","JTK 4/Stock/RM","GBMJTK6/JH04029","82.3","g"
"__export__.stock_quant_33414_27de2f58","COVA--","JTK 4/Stock/RM","GBMJTK6/JH15094","4100.0","g"
"__export__.stock_quant_33431_67f92905","PLAS-CTWC-OMG","JTK 4/Retain/PKG","GBMJTK4/JI011662","13.0","Pc(s)"
"__export__.stock_quant_33433_c1d41062","PUFF-CTWCSBRD54R0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI021667","13.0","Pc(s)"
"__export__.stock_quant_33437_0a71d1bc","CONT-CTWCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH291645","8.0","Pc(s)"
"__export__.stock_quant_33438_ca90b5c0","CONT-CTWCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI051676","8.0","Pc(s)"
"__export__.stock_quant_33440_a1bc4c69","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI061681","32.0","pc(s)"
"__export__.stock_quant_33441_3381ca41","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI061682","32.0","pc(s)"
"__export__.stock_quant_33464_7c3cfc00","DUS-MKLCR1-OMG","JTK 4/Retain/PKG","GBMJTK4/JI061677","30.0","pc(s)"
"__export__.stock_quant_33466_4b2070b7","IBOX-RRPMKLCR2-OMG","JTK 4/Retain/PKG","GBMJTK4/JI061678","16.0","Pc(s)"
"__export__.stock_quant_33474_c0befc0c","WARN-C335138--K","JTK 4/Stock/RM","GBMJTK6/JE19075","812.5","g"
"__export__.stock_quant_33475_86b25f84","WARN-C335138--K","JTK 4/Stock/RM","GBMJTK6/JB24012","4.69999999999993","g"
"__export__.stock_quant_33514_a890d083","CONT-CTWCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI071687","8.0","Pc(s)"
"__export__.stock_quant_33516_ff0911f2","KB-RNR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JH311659","3.0","Pc(s)"
"__export__.stock_quant_33538_a2d7b183","CONT-CTWCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI061686","8.0","Pc(s)"
"__export__.stock_quant_33539_6709021b","CONT-CTWCR0-OMG","JTK 4/Stock/Release/PKG","GBMJTK4/JI061686","2.0","Pc(s)"
"__export__.stock_quant_33540_f83cb579","BOTO-MKLCCEKIMR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI071694","13.0","Pc(s)"
"__export__.stock_quant_33541_538db3d6","CAPA-MKLCCEKIMR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI071695","13.0","Pc(s)"
"__export__.stock_quant_33560_5a0da8e7","WARN-O025-X","JTK 4/Stock/RM","GBMJTK6/JE25150","128.381","g"
"__export__.stock_quant_33561_cc25a24d","WARN-O025-X","JTK 4/Stock/RM","GBMJTK6/JF30015","870.7","g"
"__export__.stock_quant_33581_9cad7a8a","80073","JTK 4/Quarantine/PKG","HI30B","9648.0","Pc(s)"
"__export__.stock_quant_33586_deb1c2ab","80073","JTK 4/Quarantine/PKG","II05A","9601.0","Pc(s)"
"__export__.stock_quant_33591_3e71950b","80073","JTK 4/Quarantine/PKG","HI31A","9690.0","Pc(s)"
"__export__.stock_quant_33597_d6829e8e","80088","JTK 4/Quarantine/PKG","HI27A","20884.0","Pc(s)"
"__export__.stock_quant_33602_086b8bc5","80072","JTK 4/Quarantine/PKG","HI26A","18907.0","Pc(s)"
"__export__.stock_quant_33607_350d8318","80087","JTK 4/Quarantine/PKG","HI24A","10655.0","Pc(s)"
"__export__.stock_quant_33612_da4cce29","80073","JTK 4/Quarantine/PKG","HI29A","9700.0","Pc(s)"
"__export__.stock_quant_33617_c847e46f","80073","JTK 4/Quarantine/PKG","HI16A","9468.0","Pc(s)"
"__export__.stock_quant_33622_ae7a81dd","80074","JTK 4/Quarantine/PKG","HI24A","21903.0","Pc(s)"
"__export__.stock_quant_33657_4c3a8ddd","DUS-JKLTS03R1-OMG","JTK 4/Retain/PKG","GBMJTK4/JI061680","16.0","Pc(s)"
"__export__.stock_quant_33659_9bf13f01","DUS-MKLCCER0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI081697","28.0","Pc(s)"
"__export__.stock_quant_33661_8d083831","BOTO-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI081705","20.0","pc(s)"
"__export__.stock_quant_33662_5354edc0","CAPA-MKLCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI081706","20.0","pc(s)"
"__export__.stock_quant_33665_cb285dcd","CONT-CTWCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI081704","8.0","Pc(s)"
"__export__.stock_quant_33668_4222745d","CONT-CTWCR0-OMG","JTK 4/Retain/PKG","GBMJTK4/JI091708","8.0","Pc(s)"
